Datetime,Hash,Commit Msg,Filename,Removed Test Case,Manual Validation,Final Results,Ajay Manual Validation,Suraj Manual Validation,Ajay Comments,Suraj Comments
,,,,testBevington,yes,yes,yes,yes,,
,,,,testCircleFitting2,yes,yes,yes,yes,,
,,,MinpackTest.java,testMinpackLinearFullRank,yes,yes,yes,yes,,
,,,,testMinpackLinearRank1,yes,yes,yes,yes,,
,,,,testMinpackLinearRank1ZeroColsAndRows,yes,yes,yes,yes,,
,,,,testMinpackRosenbrok,yes,yes,yes,yes,,
,,,,testMinpackHelicalValley,yes,yes,yes,yes,,
,,,,testMinpackPowellSingular,yes,yes,yes,yes,,
,,,,testMinpackFreudensteinRoth,yes,yes,yes,yes,,
,,,,testMinpackBard,yes,yes,yes,yes,,
,,,,testMinpackKowalikOsborne,yes,yes,yes,yes,,
,,,,testMinpackMeyer,yes,yes,yes,yes,,
,,,,testMinpackWatson,yes,yes,yes,yes,,
,,,,testMinpackBox3Dimensional,yes,yes,yes,yes,,
,,,,testMinpackJennrichSampson,yes,yes,yes,yes,,
,,,,testMinpackBrownDennis,yes,yes,yes,yes,,
,,,,testMinpackChebyquad,yes,yes,yes,yes,,
,,,,testMinpackBrownAlmostLinear,yes,yes,yes,yes,,
,,,,testMinpackOsborne1,yes,yes,yes,yes,,
,,,,testMinpackOsborne2,yes,yes,yes,yes,,
04/13/2015 15:11:35,845e1d54231d3ff3fb04bdbf5dc5f6b631d9b01e,[MATH-1205] Major refactoring of the descriptive statistics package.,AbstractUnivariateStatisticTest.java,testTestPositive,yes,yes,yes,yes,,
,,,,testTestNegative,yes,yes,yes,yes,,
05/01/2015 4:57:54,5597ed7ea300ae3d08cd893b0133bce26038a7df,[MATH-1153] Improve performance of BetaDistribution#sample. Thanks to Sergei Lebedev.,RandomDataGeneratorTest.java,testNextInversionDeviate,yes,yes,yes,yes,,
07/06/2015 13:33:37,70538e67fba268e0734a77494849629acaa05423,"Reverted commit about mapping functions in MathArrays.

As discussed on the mailing list, the same result can be obtained with
existing higher level API, for example:

  new ArrayRealVector(array, false).map(f).toArray();",MathArraysTest.java,testMapUnivariate,yes,yes,yes,yes,,
,,,,testMapBivariateTwoArrays,yes,yes,yes,yes,,
,,,,testMapBivariateOneArray,yes,yes,yes,yes,,
,,,,testMapBivariatePrecondition,yes,yes,yes,yes,,
08/21/2015 7:42:13,0b5bd38e8658b4836ab41564ddb59febb423ecf6,"MATH-1243

Removed deprecated code.",MicrosphereInterpolatorTest.java,testLinearFunction2D,yes,yes,yes,yes,,
,,,,testParaboloid2D,yes,yes,yes,yes,,
08/24/2015 13:59:04,9c51e5316babbd370bc32aed0fee134216726ec9,"MATH-1220: random generator based on rejection-inversion sampling for
Zipf distributions",ZipfDistributionTest.java,testSamplerIntegratePowerFunction,yes,yes,yes,yes,,
,,,,testSamplerAcceptanceRate,yes,yes,yes,yes,,
11/09/2015 16:11:33,fd37b5dd02bbce93f6f4fceb6bc3e6aa4641c5a7,Reverted flawed fix for MATH-1246.,KolmogorovSmirnovTestTest.java,testExactPConsistency,yes,yes,yes,yes,,
,,,,testExactPNoVariance,yes,yes,yes,yes,,
,,,,testExactPSimpleSplit,yes,yes,yes,yes,,
12/20/2015 15:42:10,2d868410eead061d59de524bada4de9e3d2bb442,"Redundant unit test removed.

Renamed two methods to be clearer about what is being tested.",RandomGeneratorAbstractTest.java,testNextIntNeg,no,no,no,no,,
12/31/2015 16:56:59,fdc116f0bcda6d1fffbbe505d0687b0406e92fa6,Allow zero-length fill (i.e. no-op call).,BaseRandomGeneratorTest.java,testNextBytesPrecondition4,no,no,no,no,the other test is removed,interesting case; testNextBytesPrecondition3 is deleted
01/12/2016 9:57:35,4742149a8d979f3d97d846f90774460f41184104,Dropped useless tests; added KS test for uniformity of nextDouble.  JIRA: MATH-1317.,RandomGeneratorAbstractTest.java,testDoubleDirect,yes,yes,yes,yes,,
,,,,testFloatDirect,yes,yes,yes,yes,,
01/17/2016 4:40:27,9d4fb495265055724c2dfc2efa05460ee36fc2cf,"Reverting commit 4cbb388ba9099be121f81d75000acc3af93bf993 as per Gilles request.

The work on revamping the random packages is perfoemd in the random-ravamp branch.",BaseRandomGeneratorTest.java,testNextBytesPrecondition1,yes,yes,yes,yes,,
,,,,testNextBytesPrecondition2,yes,yes,yes,yes,,
,,,,testNextBytesPrecondition3,yes,yes,yes,yes,,
,,,,testNextBytesPrecondition4,yes,yes,yes,yes,,
,,,,testNextBytesSubArray,yes,yes,yes,yes,,
03/16/2016 10:46:51,9867d9f2817fd6dd20d458022de3dda8c3b43b2f,"MATH-1158

Using the new sampler API.
Deprecate old API (including the now obsolete constructors).

Apart from the main focus of the issue (distribution classes), this change also had an impact on:
 * some of test classes that use random numbers (where the tolerance may have its value updated when it is highly sensitive on the RNG seed)
 * statistical inference tests that use a distribution but not the RNG (cf. MATH-1124) which now deprecated code passed to its contructor.
 * classes in package ""o.a.c.m.random"" that depend on some of the distributions",ConstantRealDistributionTest.java,testSampling,yes,yes,yes,yes,,
,,,RealDistributionAbstractTest.java,testSampling,yes,yes,yes,yes,,
,,,EmpiricalDistributionTest.java,testNexFail,no,no,no,no,,
,,,,testGeneratorConfig,yes,yes,yes,yes,,commented out
,,,,testReSeed,yes,yes,yes,yes,,commented out
03/19/2016 17:47:21,ae2c81ad18f82278c5840d12ac22e572c3d31bf3,"MATH-1158

Removed deprecated sampling API (and constructors).
In this pass, the integer distributions have been updated.

Class ""RandomDataGenerator"" has been reverted to use the old RNG implementation (a wrapper is created whenever it must be passed to a distribution's ""createSampler"" method).",RandomDataGeneratorTest.java,testReseed,yes,yes,yes,yes,,
05/06/2016 19:18:14,f695c9ce35dfcc4ed76343ce7a904f2facb45944,"MATH-736

Removed methods deprecated 4 years ago.",FastFourierTransformerTest.java,test2DData,yes,yes,yes,yes,,
,,,,test2DDataUnitary,yes,yes,yes,yes,,
05/17/2016 12:26:44,8fe2360920a8228c10cd59ba0978df701174c961,"MATH-1366

Implementation of the RNG was moved to package ""o.a.c.m.rng.internal.source32"".",MersenneTwisterTest.java,testMakotoNishimura,yes,yes,yes,yes,,
05/17/2016 12:28:19,aa3a0187af11e8b7d5874e92b3e30a7c79140064,"MATH-1366

Implementation of the RNG was moved to package ""o.a.c.m.rng.internal.source32"".",ISAACTest.java,testReference,yes,yes,yes,yes,,
05/17/2016 12:36:35,7059474674d61d29c90369de0b402efdf0103ee2,"MATH-1366

Implementation of the RNG was moved to package ""o.a.c.m.rng.internal.source32"".",Well512aTest.java,testReferenceCode,yes,yes,yes,yes,,
05/17/2016 12:36:54,da11fb29e73d8ca7afae29f39827e75d212d4362,"MATH-1366

Implementation of the RNG was moved to package ""o.a.c.m.rng.internal.source32"".",Well1024aTest.java,testReferenceCode,yes,yes,yes,yes,,
05/17/2016 12:37:21,60889c0435c739b41a4b6a6211dd0de7e65b16d6,"MATH-1366

Implementation of the RNG was moved to package ""o.a.c.m.rng.internal.source32"".",Well19937aTest.java,testReferenceCode,yes,yes,yes,yes,,
05/17/2016 12:37:44,ac938e644fcf817c43955b1a334c25b836296d3f,"MATH-1366

Implementation of the RNG was moved to package ""o.a.c.m.rng.internal.source32"".",Well44497aTest.java,testReferenceCode,yes,yes,yes,yes,,
05/17/2016 12:38:01,75bc95b6a91311f3e9493292e6d753a3fb6743b8,"MATH-1366

Implementation of the RNG was moved to package ""o.a.c.m.rng.internal.source32"".",Well44497bTest.java,testReferenceCode,yes,yes,yes,yes,,
05/17/2016 13:20:28,cede12d455fd0574315a12ec1584a6e3597d3fb7,"MATH-1366

Functionality of ""RandomAdaptor"" replaced by ""JDKRandomAdaptor"" for the new RNG API.",RandomAdaptorTest.java,testAdaptor,yes,yes,yes,yes,,
05/19/2016 11:32:08,e4914557372fc1c166a34027d79c94e054b3ed9e,"MATH-1346

Class removed: similar functionality is available from ""EmpiricalDistribution"",
""RandomUtils.DataGenerator"" and classes in package ""o.a.c.m.distribution"".",ValueServerTest.java,testNextDigest,yes,yes,yes,yes,,
,,,,testFixedSeed,yes,yes,yes,yes,,
,,,,testNextDigestFail,yes,yes,yes,yes,,
,,,,testEmptyReplayFile,yes,yes,yes,yes,,
,,,,testEmptyDigestFile,yes,yes,yes,yes,,
,,,,testReplay,yes,yes,yes,yes,,
,,,,testModes,yes,yes,yes,yes,,
,,,,testFill,yes,yes,yes,yes,,
,,,,testProperties,yes,yes,yes,yes,,
05/20/2016 7:07:46,7550cb46417b396fed21f2ec149b465e7d039cef,"MATH-1366

Deleted a bunch of inter-dependent classes and unit tests.

All RNG algorithms previously implemented in package ""o.a.c.m.random"" are now in package ""o.a.c.m.rng.internal.source32"".
Functionalities of ""RandomDataGenerator"" are provided by ""RandomUtils.DataGenerator"" and classes in package ""o.a.c.m.distribution"".
Base classes ""BitsStreamGenerator"" and ""AbstractWell"" are obsolete (replaced by classes in package ""o.a.c.m.rng.internal"" and below).",RandomDataGeneratorTest.java,testNextIntExtremeValues,yes,yes,yes,yes,,
,,,,testNextLongExtremeValues,yes,yes,yes,yes,,
,,,,testNextUniformExtremeValues,yes,yes,yes,yes,,
,,,,testNextIntIAE,yes,yes,yes,yes,,
,,,,testNextIntNegativeToPositiveRange,yes,yes,yes,yes,,
,,,,testNextIntNegativeRange,yes,yes,yes,yes,,
,,,,testNextIntPositiveRange,yes,yes,yes,yes,,
,,,,testNextIntWideRange,yes,yes,yes,yes,,
,,,,testNextLongIAE,yes,yes,yes,yes,,
,,,,testNextLongNegativeToPositiveRange,yes,yes,yes,yes,,
,,,,testNextLongNegativeRange,yes,yes,yes,yes,,
,,,,testNextLongPositiveRange,yes,yes,yes,yes,,
,,,,testNextLongWideRange,yes,yes,yes,yes,,
,,,,testNextSecureLongIAE,yes,yes,yes,yes,,
,,,,testNextSecureLongNegativeToPositiveRange,yes,yes,yes,yes,,
,,,,testNextSecureLongNegativeRange,yes,yes,yes,yes,,
,,,,testNextSecureLongPositiveRange,yes,yes,yes,yes,,
,,,,testNextSecureIntIAE,yes,yes,yes,yes,,
,,,,testNextSecureIntNegativeToPositiveRange,yes,yes,yes,yes,,
,,,,testNextSecureIntNegativeRange,yes,yes,yes,yes,,
,,,,testNextSecureIntPositiveRange,yes,yes,yes,yes,,
,,,,testNextPoisson,yes,yes,yes,yes,,
,,,,testNextPoissonConsistency,yes,yes,yes,yes,,
,,,,testNextHex,yes,yes,yes,yes,,
,,,,testNextSecureHex,yes,yes,yes,yes,,
,,,,testNextUniformIAE,yes,yes,yes,yes,,
,,,,testNextUniformUniformPositiveBounds,yes,yes,yes,yes,,
,,,,testNextUniformUniformNegativeToPositiveBounds,yes,yes,yes,yes,,
,,,,testNextUniformUniformNegaiveBounds,yes,yes,yes,yes,,
,,,,testNextUniformUniformMaximalInterval,yes,yes,yes,yes,,
,,,,testNextUniformExclusiveEndpoints,yes,yes,yes,yes,,
,,,,testNextGaussian,yes,yes,yes,yes,,
,,,,testNextExponential,yes,yes,yes,yes,,
,,,,testConfig,yes,yes,yes,yes,,
,,,,testNextSample,yes,yes,yes,yes,,
,,,,testNextPermutation,yes,yes,yes,yes,,
,,,,testNextBeta,yes,yes,yes,yes,,
,,,,testNextCauchy,yes,yes,yes,yes,,
,,,,testNextChiSquare,yes,yes,yes,yes,,
,,,,testNextF,yes,yes,yes,yes,,
,,,,testNextGamma,yes,yes,yes,yes,,
,,,,testNextT,yes,yes,yes,yes,,
,,,,testNextWeibull,yes,yes,yes,yes,,
,,,,testNextBinomial,yes,yes,yes,yes,,
,,,,testNextHypergeometric,yes,yes,yes,yes,,
,,,,testNextPascal,yes,yes,yes,yes,,
,,,,testNextZipf,yes,yes,yes,yes,,
,,,RandomGeneratorAbstractTest.java,testNextSecureLongIAE,yes,yes,yes,yes,,
,,,,testNextSecureLongNegativeToPositiveRange,yes,yes,yes,yes,,
,,,,testNextSecureLongNegativeRange,yes,yes,yes,yes,,
,,,,testNextSecureLongPositiveRange,yes,yes,yes,yes,,
,,,,testNextSecureIntIAE,yes,yes,yes,yes,,
,,,,testNextSecureIntNegativeToPositiveRange,yes,yes,yes,yes,,
,,,,testNextSecureIntNegativeRange,yes,yes,yes,yes,,
,,,,testNextSecureIntPositiveRange,yes,yes,yes,yes,,
,,,,testNextSecureHex,yes,yes,yes,yes,,
,,,,testNextIntDirect,yes,yes,yes,yes,,
,,,,testNextLongDirect,yes,yes,yes,yes,,
,,,,testNextBooleanDirect,yes,yes,yes,yes,,
,,,,testNextFloatDirect,yes,yes,yes,yes,,
,,,,testNextDouble,yes,yes,yes,yes,,
,,,,testNextIntPrecondition1,yes,yes,yes,yes,,
,,,,testNextIntPrecondition2,yes,yes,yes,yes,,
,,,,testNextInt2,yes,yes,yes,yes,,
,,,,testNextLong2,yes,yes,yes,yes,,
,,,,testNextBoolean2,yes,yes,yes,yes,,
,,,,testNextBytes,yes,yes,yes,yes,,
,,,,testNextBytesChunks,yes,yes,yes,yes,,
,,,,testNextBytesChunksFail,yes,yes,yes,yes,,
,,,,testSeeding,yes,yes,yes,yes,,
,,,Well19937cTest.java,testReferenceCode,yes,yes,yes,yes,,
08/17/2016 20:15:39,eeeb553cea4d90fb34fd314f943b206284dfc89b,"MATH-1383

Commons Math now depends on Commons Rng.",Providers32ParametricTest.java,testNextBytesChunks,yes,yes,yes,yes,,
,,,Providers64ParametricTest.java,testNextBytesChunks,yes,yes,yes,yes,,
,,,ProvidersCommonParametricTest.java,testPreconditionNextInt1,yes,yes,yes,yes,,
,,,,testPreconditionNextInt2,yes,yes,yes,yes,,
,,,,testPreconditionNextLong1,yes,yes,yes,yes,,
,,,,testPreconditionNextLong2,yes,yes,yes,yes,,
,,,,testPreconditionNextBytes1,yes,yes,yes,yes,,
,,,,testPreconditionNextBytes2,yes,yes,yes,yes,,
,,,,testPreconditionNextBytes3,yes,yes,yes,yes,,
,,,,testPreconditionNextBytes4,yes,yes,yes,yes,,
,,,,testUniformNextBytesFullBuffer,yes,yes,yes,yes,,
,,,,testUniformNextBytesPartialBuffer,yes,yes,yes,yes,,
,,,,testUniformNextIntegerInRange,yes,yes,yes,yes,,
,,,,testUniformNextLongInRange,yes,yes,yes,yes,,
,,,,testUniformNextFloat,yes,yes,yes,yes,,
,,,,testUniformNextDouble,yes,yes,yes,yes,,
,,,,testUniformNextIntRandomWalk,yes,yes,yes,yes,,
,,,,testUniformNextLongRandomWalk,yes,yes,yes,yes,,
,,,,testUniformNextBooleanRandomWalk,yes,yes,yes,yes,,
,,,,testUnsupportedSeedType,yes,yes,yes,yes,,
,,,,testAllSeedTypes,yes,yes,yes,yes,,
,,,,testStateSettable,yes,yes,yes,yes,,
,,,,testSerializedState,yes,yes,yes,yes,,
,,,,testStateWrongClass,yes,yes,yes,yes,,
,,,,testStateWrongSize,yes,yes,yes,yes,,
,,,ISAACRandomTest.java,testReference1,yes,yes,yes,yes,,
,,,,testReference2,yes,yes,yes,yes,,
,,,JDKRandomTest.java,testReferenceCode,yes,yes,yes,yes,,
,,,MersenneTwisterTest.java,testMakotoNishimura,yes,yes,yes,yes,,
,,,Well1024aTest.java,testReferenceCode,yes,yes,yes,yes,,
,,,Well19937aTest.java,testReferenceCode,yes,yes,yes,yes,,
,,,Well19937cTest.java,testReferenceCode,yes,yes,yes,yes,,
,,,Well44497aTest.java,testReferenceCode,yes,yes,yes,yes,,
,,,Well44497bTest.java,testReferenceCode,yes,yes,yes,yes,,
,,,Well512aTest.java,testReferenceCode,yes,yes,yes,yes,,
,,,MersenneTwister64Test.java,testMakotoNishimura,yes,yes,yes,yes,,
,,,SplitMix64Test.java,testReferenceCode,yes,yes,yes,yes,,
,,,TwoCmresTest.java,testAsymmetric,yes,yes,yes,yes,,
,,,,testSubcycleGeneratorsMustBeDifferent,yes,yes,yes,yes,,
,,,XorShift1024StarTest.java,testReferenceCode,yes,yes,yes,yes,,
,,,NumberFactoryTest.java,testMakeIntFromLong,yes,yes,yes,yes,,
,,,,testLong2Long,yes,yes,yes,yes,,
,,,,testLongFromByteArray2Long,yes,yes,yes,yes,,
,,,,testLongArrayFromByteArray2LongArray,yes,yes,yes,yes,,
,,,,testIntFromByteArray2Int,yes,yes,yes,yes,,
,,,,testIntArrayFromByteArray2IntArray,yes,yes,yes,yes,,
,,,,testMakeIntPrecondition1,yes,yes,yes,yes,,
,,,,testMakeIntArrayPrecondition1,yes,yes,yes,yes,,
,,,,testMakeLongPrecondition1,yes,yes,yes,yes,,
,,,,testMakeLongArrayPrecondition1,yes,yes,yes,yes,,
,,,SeedFactoryTest.java,testCreateLong,yes,yes,yes,yes,,
,,,,testCreateLongArray,yes,yes,yes,yes,,
,,,,testCreateIntArray,yes,yes,yes,yes,,
12/13/2016 2:02:24,b1d38d9bf25d715d2eca86876baa360a2df356d3,Depend on Commons RNG v1.0 official release.,ZipfDistributionTest.java,testSamplerHelper1,yes,yes,yes,yes,,
,,,,testSamplerHelper1Minus1,yes,yes,yes,yes,,
,,,,testSamplerHelper2,yes,yes,yes,yes,,
12/14/2016 10:38:28,d198cc8cae8e42aed25b7ea8af6f1b7960e8a6bb,"MATH-1393: Remove code provided in ""Commons RNG"".",RandomUtilsDataGeneratorAbstractTest.java,testNextSample,yes,yes,yes,yes,,
,,,,testNextPermutation,yes,yes,yes,yes,,
12/14/2016 10:38:42,0956e2d2338531a96f2ff7d4ab405acc1b18421e,Typos.,RandomUtilsDataGeneratorAbstractTest.java,testNextUniformUniformPositiveBounds,no,no,no,no,,
,,,,testNextUniformUniformNegativeToPositiveBounds,no,no,no,no,,
,,,,testNextUniformUniformNegaiveBounds,no,no,no,no,,
,,,,testNextUniformUniformMaximalInterval,no,no,no,no,,
12/14/2016 10:38:42,d2e40b61f8efb9c0e3239743c6e6e2bcdb22fd7f,"MATH-1393: Remove functionality available in ""Commons RNG"".",JDKRandomAdaptorTest.java,testUniform,yes,yes,yes,yes,,
,,,,testGaussian,yes,yes,yes,yes,,
,,,,testSeedIsIgnored,yes,yes,yes,yes,,
,,,,testSerializeIsNotSupported,yes,yes,yes,yes,,
12/14/2016 10:38:42,657b1b49da5ea1593dd7f950eae99a88a8ada87a,"MATH-1393: Remove functionality provided by ""Commons RNG"".",MathArraysTest.java,testShuffleNoDuplicates,yes,yes,yes,yes,,
,,,,testShuffleTail,yes,yes,yes,yes,,
,,,,testShuffleHead,yes,yes,yes,yes,,
04/16/2017 17:34:56,31e3a88efe59b1e31a438354d51c2620bc859985,MATH-1413 add generics to the Frequency class,FrequencyTest.java,testNonComparableCumPct,yes,yes,yes,yes,,
,,,,testNonComparablePct,yes,yes,yes,yes,,
05/03/2017 18:19:44,e082e0c48ed611ce3aca949cb47d0e96c35788ef,"MATH-1416: Depend on ""Commons Numbers"".

Replaced class ""Precision"" by its equivalent in module ""commons-numbers-core"".",PrecisionTest.java,testEqualsWithRelativeTolerance,yes,yes,yes,yes,,
,,,,testEqualsIncludingNaN,yes,yes,yes,yes,,
,,,,testEqualsWithAllowedDelta,yes,yes,yes,yes,,
,,,,testMath475,yes,yes,yes,yes,,
,,,,testEqualsIncludingNaNWithAllowedDelta,yes,yes,yes,yes,,
,,,,testFloatEqualsWithAllowedUlps,yes,yes,yes,yes,,
,,,,testEqualsWithAllowedUlps,yes,yes,yes,yes,,
,,,,testEqualsIncludingNaNWithAllowedUlps,yes,yes,yes,yes,,
,,,,testCompareToEpsilon,yes,yes,yes,yes,,
,,,,testCompareToMaxUlps,yes,yes,yes,yes,,
,,,,testRoundDouble,yes,yes,yes,yes,,
,,,,testRoundFloat,yes,yes,yes,yes,,
,,,,testIssue721,yes,yes,yes,yes,,
,,,,testRepresentableDelta,yes,yes,yes,yes,,
,,,,testMath843,yes,yes,yes,yes,,
,,,,testMath1127,yes,yes,yes,yes,,
05/03/2017 18:55:53,50d2939125522b7fecb16546fe7a5c253566df15,"MATH-1416: Depend on ""Commons Numbers"".

Replaced class ""ArithmeticUtils"" by its equivalent in module ""commons-numbers-core"".",ArithmeticUtilsTest.java,testAddAndCheck,yes,yes,yes,yes,,
,,,,testAddAndCheckLong,yes,yes,yes,yes,,
,,,,testGcd,yes,yes,yes,yes,,
,,,,testGcdConsistency,yes,yes,yes,yes,,
,,,,testGcdLong,yes,yes,yes,yes,,
,,,,testLcm,yes,yes,yes,yes,,
,,,,testLcmLong,yes,yes,yes,yes,,
,,,,testMulAndCheck,yes,yes,yes,yes,,
,,,,testMulAndCheckLong,yes,yes,yes,yes,,
,,,,testSubAndCheck,yes,yes,yes,yes,,
,,,,testSubAndCheckErrorMessage,yes,yes,yes,yes,,
,,,,testSubAndCheckLong,yes,yes,yes,yes,,
,,,,testPow,yes,yes,yes,yes,,
,,,,testPowIntOverflow,yes,yes,yes,yes,,
,,,,testPowInt,yes,yes,yes,yes,,
,,,,testPowNegativeIntOverflow,yes,yes,yes,yes,,
,,,,testPowNegativeInt,yes,yes,yes,yes,,
,,,,testPowMinusOneInt,yes,yes,yes,yes,,
,,,,testPowOneInt,yes,yes,yes,yes,,
,,,,testPowLongOverflow,yes,yes,yes,yes,,
,,,,testPowLong,yes,yes,yes,yes,,
,,,,testPowNegativeLongOverflow,yes,yes,yes,yes,,
,,,,testPowNegativeLong,yes,yes,yes,yes,,
,,,,testPowMinusOneLong,yes,yes,yes,yes,,
,,,,testPowOneLong,yes,yes,yes,yes,,
,,,,testIsPowerOfTwo,yes,yes,yes,yes,,
,,,,testRemainderUnsignedInt,yes,yes,yes,yes,,
,,,,testRemainderUnsignedIntSpecialCases,yes,yes,yes,yes,,
,,,,testRemainderUnsignedLong,yes,yes,yes,yes,,
,,,,testRemainderUnsignedLongSpecialCases,yes,yes,yes,yes,,
,,,,testDivideUnsignedInt,yes,yes,yes,yes,,
,,,,testDivideUnsignedIntSpecialCases,yes,yes,yes,yes,,
,,,,testDivideUnsignedLong,yes,yes,yes,yes,,
,,,,testDivideUnsignedLongSpecialCases,yes,yes,yes,yes,,
05/14/2017 16:31:25,44ab256961029c9e104e70fb804617fd582412cd,"MATH-1416: Delete functionality now in ""Commons Numbers"".",BetaTest.java,testRegularizedBetaNanPositivePositive,yes,yes,yes,yes,,
,,,,testRegularizedBetaPositiveNanPositive,yes,yes,yes,yes,,
,,,,testRegularizedBetaPositivePositiveNan,yes,yes,yes,yes,,
,,,,testRegularizedBetaNegativePositivePositive,yes,yes,yes,yes,,
,,,,testRegularizedBetaPositiveNegativePositive,yes,yes,yes,yes,,
,,,,testRegularizedBetaPositivePositiveNegative,yes,yes,yes,yes,,
,,,,testRegularizedBetaZeroPositivePositive,yes,yes,yes,yes,,
,,,,testRegularizedBetaPositiveZeroPositive,yes,yes,yes,yes,,
,,,,testRegularizedBetaPositivePositiveZero,yes,yes,yes,yes,,
,,,,testRegularizedBetaPositivePositivePositive,yes,yes,yes,yes,,
,,,,testRegularizedBetaTinyArgument,yes,yes,yes,yes,,
,,,,testMath1067,yes,yes,yes,yes,,
,,,,testLogBetaNanPositive,yes,yes,yes,yes,,
,,,,testLogBetaPositiveNan,yes,yes,yes,yes,,
,,,,testLogBetaNegativePositive,yes,yes,yes,yes,,
,,,,testLogBetaPositiveNegative,yes,yes,yes,yes,,
,,,,testLogBetaZeroPositive,yes,yes,yes,yes,,
,,,,testLogBetaPositiveZero,yes,yes,yes,yes,,
,,,,testLogBetaPositivePositive,yes,yes,yes,yes,,
,,,,testLogGammaSum,yes,yes,yes,yes,,
,,,,testLogGammaSumPrecondition1,yes,yes,yes,yes,,
,,,,testLogGammaSumPrecondition2,yes,yes,yes,yes,,
,,,,testLogGammaSumPrecondition3,yes,yes,yes,yes,,
,,,,testLogGammaSumPrecondition4,yes,yes,yes,yes,,
,,,,testLogGammaMinusLogGammaSum,yes,yes,yes,yes,,
,,,,testLogGammaMinusLogGammaSumPrecondition1,yes,yes,yes,yes,,
,,,,testLogGammaMinusLogGammaSumPrecondition2,yes,yes,yes,yes,,
,,,,testSumDeltaMinusDeltaSum,yes,yes,yes,yes,,
,,,,testSumDeltaMinusDeltaSumPrecondition1,yes,yes,yes,yes,,
,,,,testSumDeltaMinusDeltaSumPrecondition2,yes,yes,yes,yes,,
,,,GammaTest.java,testRegularizedGammaNanPositive,yes,yes,yes,yes,,
,,,,testRegularizedGammaPositiveNan,yes,yes,yes,yes,,
,,,,testRegularizedGammaNegativePositive,yes,yes,yes,yes,,
,,,,testRegularizedGammaPositiveNegative,yes,yes,yes,yes,,
,,,,testRegularizedGammaZeroPositive,yes,yes,yes,yes,,
,,,,testRegularizedGammaPositiveZero,yes,yes,yes,yes,,
,,,,testRegularizedGammaPositivePositive,yes,yes,yes,yes,,
,,,,testLogGammaNan,yes,yes,yes,yes,,
,,,,testLogGammaNegative,yes,yes,yes,yes,,
,,,,testLogGammaZero,yes,yes,yes,yes,,
